Location,Pressure3pm,Rainfall,Humidity3pm,Cloud3pm,RainToday,RainTomorrow
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,Yes
Sale,Normal,Acumulo Médio,Alta,Parcialmente Nublado,Yes,Yes
Sale,Alta,Acumulo Leve,Média,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,Yes
Sale,Baixa,Acumulo Médio,Média,Nublado,Yes,Yes
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,Yes
Sale,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Alta,Sem Chuva,Alta,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Alta,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Alta,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,Yes
Sale,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Baixa,Acumulo Leve,Média,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,Yes
Sale,Alta,Acumulo Leve,Média,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,Yes
Sale,Alta,Acumulo Leve,Média,Céu Limpo,Yes,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,No
Sale,Alta,Sem Chuva,Alta,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Sale,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Baixa,Acumulo Leve,Média,Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Alta,Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,Yes
Sale,Normal,Acumulo Médio,Média,Nublado,Yes,Yes
Sale,Alta,Acumulo Leve,Alta,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Baixa,Céu Limpo,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,Yes
Sale,Baixa,Acumulo Leve,Média,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Alta,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Sale,Baixa,Acumulo Médio,Média,Nublado,Yes,Yes
Sale,Alta,Acumulo Leve,Média,Nublado,Yes,Yes
Sale,Alta,Acumulo Leve,Média,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,Yes
Sale,Baixa,Acumulo Leve,Baixa,Nublado,Yes,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,Yes
Sale,Alta,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,Yes
Sale,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,Yes
Sale,Baixa,Acumulo Médio,Alta,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,Yes
Sale,Alta,Acumulo Médio,Média,Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Sale,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Céu Limpo,Yes,No
Sale,Baixa,Sem Chuva,Média,Céu Limpo,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Baixa,Sem Chuva,Alta,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,Yes
Sale,Alta,Acumulo Leve,Média,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,Yes
Sale,Alta,Acumulo Leve,Baixa,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Parcialmente Nublado,No,Yes
Sale,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,Yes
Sale,Alta,Acumulo Médio,Média,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,Yes
Sale,Normal,Acumulo Médio,Alta,Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,Yes
Sale,Alta,Acumulo Leve,Média,Nublado,Yes,Yes
Sale,Alta,Acumulo Leve,Média,Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Baixa,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,Yes
Sale,Alta,Acumulo Leve,Média,Céu Limpo,Yes,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Alta,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Alta,Parcialmente Nublado,Yes,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,No
Sale,Normal,Sem Chuva,Baixa,Céu Limpo,No,Yes
Sale,Alta,Acumulo Leve,Alta,Parcialmente Nublado,Yes,Yes
Sale,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,Yes
Sale,Baixa,Acumulo Médio,Alta,Nublado,Yes,Yes
Sale,Normal,Acumulo Médio,Alta,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Alta,Parcialmente Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Normal,Acumulo Médio,Alta,Nublado,Yes,Yes
Sale,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Alta,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Alta,Parcialmente Nublado,No,Yes
Sale,Alta,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Alta,Acumulo Leve,Média,Nublado,Yes,No
Sale,Alta,Sem Chuva,Alta,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Baixa,Sem Chuva,Baixa,Parcialmente Nublado,No,Yes
Sale,Baixa,Acumulo Leve,Baixa,Céu Limpo,Yes,No
Sale,Normal,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Alta,Parcialmente Nublado,No,Yes
Sale,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Sale,Baixa,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Sale,Baixa,Acumulo Leve,Alta,Nublado,Yes,No
Sale,Baixa,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,Yes
Sale,Baixa,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Nublado,Yes,No
Sale,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Sale,Baixa,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Sale,Normal,Acumulo Médio,Média,Parcialmente Nublado,Yes,Yes
Sale,Baixa,Acumulo Leve,Média,Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Sale,Baixa,Acumulo Leve,Baixa,Céu Limpo,Yes,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Céu Limpo,Yes,No
Sale,Baixa,Sem Chuva,Baixa,Céu Limpo,No,No
Sale,Baixa,Sem Chuva,Baixa,Céu Limpo,No,No
Sale,Baixa,Sem Chuva,Baixa,Céu Limpo,No,Yes
Sale,Baixa,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Alta,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Nublado,No,No
Sale,Normal,Sem Chuva,Alta,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,Yes
Sale,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Céu Limpo,Yes,No
Sale,Alta,Sem Chuva,Alta,Céu Limpo,No,No
Sale,Alta,Sem Chuva,Alta,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Alta,Sem Chuva,Alta,Nublado,No,Yes
Sale,Alta,Acumulo Leve,Alta,Nublado,Yes,No
Sale,Alta,Sem Chuva,Média,Nublado,No,No
Sale,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Céu Limpo,No,No
Sale,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Sale,Normal,Acumulo Leve,Alta,Parcialmente Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Sale,Baixa,Acumulo Médio,Alta,Nublado,Yes,Yes
Sale,Baixa,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Sale,Baixa,Acumulo Leve,Média,Nublado,Yes,No
Sale,Baixa,Sem Chuva,Alta,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Média,Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Céu Limpo,No,No
Sale,Baixa,Sem Chuva,Média,Céu Limpo,No,Yes
Sale,Baixa,Acumulo Médio,Alta,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Sale,Baixa,Sem Chuva,Baixa,Nublado,No,Yes
Sale,Baixa,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Sale,Baixa,Acumulo Leve,Média,Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Sale,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Sale,Baixa,Sem Chuva,Baixa,Céu Limpo,No,No
Sale,Baixa,Sem Chuva,Alta,Nublado,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Normal,Sem Chuva,Média,Céu Limpo,No,No
Sale,Baixa,Sem Chuva,Baixa,Parcialmente Nublado,No,No
